code;url;product_name;brands;stores;traces_fr;nutrition_grade_fr;main_category_fr;energy_100g;fat_100g;saturated-fat_100g;carbohydrates_100g;sugars_100g;fiber_100g;proteins_100g;salt_100g
20338053;http://world-fr.openfoodfacts.org/produit/20338053/barbecue-crusti-croc;Barbecue;Crusti Croc;Lidl;Céleri,Lait,Soja;d;Chips et frites;2251;34;2.7;50.5;2.8;;6;1.5
20338077;http://world-fr.openfoodfacts.org/produit/20338077/saveur-bolognaise-crusti-croc;Saveur Bolognaise;Crusti Croc;LIDL,Lidl;Soja;d;Chips et frites;2251;34;2.7;50.5;1.7;;6;1.35
20341046;http://world-fr.openfoodfacts.org/produit/20341046/apple-juice-from-concentrate-vitafit;Apple Juice from Concentrate;vitafit;Lidl;;c;Jus de fruits à base de concentré;190;0.1;0.1;10.5;10;;0.1;0.01
20344511;http://world-fr.openfoodfacts.org/produit/20344511/pur-jus-d-orange-avec-pulpe-vitafit;Pur jus d'orange avec pulpe;Vitafit,LIDL;LIDL;;c;Jus d'orange 100% pur jus;176;0.5;0.1;9;9;0;0.7;0.01
20352851;http://world-fr.openfoodfacts.org/produit/20352851/jus-d-orange-a-base-de-jus-d-orange-concentre-xxl-solevita;Jus d'orange à base de jus d'orange concentré (XXL);Solevita;LIDL;;c;Jus d'orange à base de concentré;186;0.2;0.1;9;9;;0.7;0.01
20364502;http://world-fr.openfoodfacts.org/produit/20364502/choco-hoops-crownfield;Choco Hoops;Crownfield;Lidl;Lait,Fruits à coque,Arachides;c;Petit-déjeuners;1609;2.9;0.9;75.6;23.5;7.7;9.1;0.68
20369866;http://world-fr.openfoodfacts.org/produit/20369866/pur-jus-multifruits-vitafit;Pur jus multifruits;vitafit;Lidl;;d;Jus de fruits 100% pur jus;222;0.2;0.01;11.8;11.5;;0.4;0
20376451;http://world-fr.openfoodfacts.org/produit/20376451/pur-jus-de-pomme-100-solevita;Pur jus de pomme 100%;Solevita,Vitafit;Lidl;;c;Jus de pomme;197;0.1;0.01;11;10.5;0;0.1;0
20381523;http://world-fr.openfoodfacts.org/produit/20381523/evo-choc-sondey;Evo Choc;Sondey;Lidl;Graines de sésame;e;Biscuits;2054;23;4.5;63;36;;6;0.72
20386451;http://world-fr.openfoodfacts.org/produit/20386451/jus-de-pomme-vitafit;Jus de Pomme;Vitafit,Lidl;Lidl;;c;Jus de pomme;198;0.12;0.02;11;10.5;;0.12;0.004
20387150;http://world-fr.openfoodfacts.org/produit/20387150/creme-de-potiron-et-chataigne-toque-du-chef;Crème de potiron et châtaigne;Toque du chef;lidl;Céleri,Crustacés,Œufs,Poisson,Gluten,Mollusques,Moutarde,Fruits à coque,Soja;c;Soupes;151;1.4;0.9;4.4;2.1;;0.7;0.77
20396141;http://world-fr.openfoodfacts.org/produit/20396141/palmiers-sondey;Palmiers;Sondey;;;e;Biscuits;2233;30.5;16;58;20;;6;1.52
20396886;http://world-fr.openfoodfacts.org/produit/20396886/jus-d-orange-sans-pulpe-vitafit;Jus d'Orange sans Pulpe;Vitafit;Lidl;;c;Jus d'orange 100% pur jus;188;0.2;0.1;9.4;9.4;0.1;0.8;0.01
20398866;http://world-fr.openfoodfacts.org/produit/20398866/pur-jus-d-ananas-vitafit;Pur jus d'ananas;Vitafit;Lidl;;c;Jus de fruits 100% pur jus;209;0.03;0.01;11.4;11.4;0;0.3;0.01
20398873;http://world-fr.openfoodfacts.org/produit/20398873/vitafit-multifrucht-saft;Vitafit Multifrucht Saft;Vitafit;;;d;Jus de fruits;226;;0.1;;12.2;0;0.4;0.01
20409559;http://world-fr.openfoodfacts.org/produit/20409559/pommes-rissolees-harvest-basket;Pommes Rissolées;Harvest Basket;Lidl;;b;Chips et frites;540;3.6;0.4;20.3;0.2;;2.6;0.06
20419453;http://world-fr.openfoodfacts.org/produit/20419453/honey-hoops-crownfield;Honey Hoops;Crownfield;;;;Petit-déjeuners;;;;;;;;
20419455;http://world-fr.openfoodfacts.org/produit/20419455/honey-hoops-crownfield;Honey Hoops;Crownfield;Lidl;Lait,Fruits à coque,Arachides;c;Petit-déjeuners;1620;2.4;0.2;81.2;35.1;5.5;6.3;0.635
20425609;http://world-fr.openfoodfacts.org/produit/20425609/multigrain-hoops-crownfield;Multigrain Hoops;Crownfield;Lidl;Lait,Fruits à coque,Arachides;b;Petit-déjeuners;1607;3;0.3;76.6;18.5;8;7.5;0.65
20440169;http://world-fr.openfoodfacts.org/produit/20440169/veloute-de-tomates-toque-du-chef;Velouté de tomates;Toque du Chef;LIDL;Céleri,Crustacés,Œufs,Poisson,Gluten,Mollusques,Moutarde,Fruits à coque,Soja;c;Soupes;182;0.8;0.3;8.1;2.9;;0.7;0.69
20440176;http://world-fr.openfoodfacts.org/produit/20440176/veloute-de-poireaux-pomme-de-terre-et-pointe-de-creme-toque-du-chef;Velouté de poireaux & pomme de terre et pointe de crème;Toque du Chef;LIDL;Céleri,Crustacés,Œufs,Poisson,Gluten,Mollusques,Moutarde,Fruits à coque,Soja;b;Soupes;141;1.1;0.6;5.5;0.5;;0.5;0.66
20441470;http://world-fr.openfoodfacts.org/produit/20441470/jus-multifruits-vitafit;Jus multifruits;Vitafit;;;d;Jus de fruits;212;0.1;0.1;11.6;10.7;0.2;0.1;0.01
20441609;http://world-fr.openfoodfacts.org/produit/20441609/crownfield-cereal-cookie;Crownfield - Cereal Cookie;Crownfield;Lidl;Lait,Fruits à coque,Arachides;c;Petit-déjeuners;1676;2.9;0.7;81.4;23.6;6.1;8;0.63
2,05E+12;http://world-fr.openfoodfacts.org/produit/2045151099990/muesli-biologique-aux-fruits-et-noix-hema;Muesli Biologique Aux Fruits Et Noix;hema;;;a;Petit-déjeuners;1544;;0.7;63.5;15.8;7;10;0.04
20466206;http://world-fr.openfoodfacts.org/produit/20466206/craquante-nature-crusti-croc;Craquante Nature;Crusti croc;;Gluten,Lait,Moutarde,Arachides,Soja;d;Chips et frites;2201;34;2.8;46.8;0.6;;5.9;1.3
2,05E+12;http://world-fr.openfoodfacts.org/produit/2046663099997/bolognese-chips-hema;Bolognese Chips ;Hema;Hema;;c;Chips et frites;2265;33.1;3;53;2.9;4;6.3;1.12
20472627;http://world-fr.openfoodfacts.org/produit/20472627/really-nutty-muesli-lidl;Really Nutty Muesli;Lidl;Lidl;Gluten,Fruits à coque;a;Petit-déjeuners;1552;8.7;1.7;59.2;21.5;8.9;9.5;0.04
20496470;http://world-fr.openfoodfacts.org/produit/20496470/hot-spicy-crusti-croc;Hot & Spicy;Crusti Croc;Lidl;;c;Chips et frites;2141;27;2.5;61.3;4.6;4;4;1.6
20496494;http://world-fr.openfoodfacts.org/produit/20496494/chips-gout-bacon-crusti-croc;Chips Goût Bacon;Crusti croc;;;c;Chips et frites;2138;27;2.5;62;5;4;4;1.15
20524746;http://world-fr.openfoodfacts.org/produit/20524746/smoothie-pomme-et-framboise-chef-select-to-go;Smoothie pomme et framboise;Chef select to go;Lidll;;d;Jus de fruits;229;0.2;0.1;11.3;10.7;;0.6;0.01
20524753;http://world-fr.openfoodfacts.org/produit/20524753/smoothie-cerise-et-banane-chef-select-to-go;Smoothie cerise et banane;Chef select to go;Lidll;;e;Jus de fruits;305;0.1;0.1;16;14.3;;0.7;0.01
20524760;http://world-fr.openfoodfacts.org/produit/20524760/smoothie-mangue-ananas-orange-select-to-go;Smoothie Mangue, Ananas, Orange,;Select To Go;Lidl;;b;Jus de fruits;230;0.2;0.1;11.7;11.6;;10.5;0.01
20570972;http://world-fr.openfoodfacts.org/produit/20570972/soupe-tom-kha-a-la-japonaise-vitasia;Soupe tom kha à la japonaise;Vitasia,Lidl Stiftung & Co. KG;Lidl;Céleri,Œufs,Moutarde,Soja;;Soupes;2076;32;18;42;12;;9;11
20570989;http://world-fr.openfoodfacts.org/produit/20570989/soupe-pekinoise-aux-nouilles-vitasia;Soupe Pékinoise aux nouilles ;Vitasia,Lidl Stiftung & Co. KG;Lidl;Œufs,Lupin,Moutarde,Graines de sésame,Soja;;Soupes;148;0.24;0.08;7.04;2.2;;1;1.65
20570996;http://world-fr.openfoodfacts.org/produit/20570996/miso-soup-a-la-japonaise-vitasia;Miso soup à la japonaise;Vitasia,Lidl Stiftung & Co. KG;Lidl;Céleri,Œufs,Lupin,Lait,Moutarde,Graines de sésame;;Soupes;95;0.16;0.04;4.76;1;;0.48;0.98
2,06E+12;http://world-fr.openfoodfacts.org/produit/2058233599998/biscuits-aux-fruits-secs-aux-raisins-hema;Biscuits aux Fruits Secs aux Raisins;Hema;Hema;Œufs,Fruits à coque,Arachides,Graines de sésame,Soja,Anhydride sulfureux et sulfites;d;Biscuits;1677;7.9;4;74.6;37.4;3.5;5.1;0.64
20590260;http://world-fr.openfoodfacts.org/produit/20590260/orange-juice-solevita;Orange juice;Solevita;;;c;Jus d'orange 100% pur jus;184;0.2;0.1;9.1;9.1;;0.7;0.01
20616793;http://world-fr.openfoodfacts.org/produit/20616793/wholemeal-cookies-with-thyme-honey-and-oat-flakes-eridanous;Wholemeal cookies with thyme honey and oat flakes;Eridanous,Lidl;Lidl;;e;Biscuits;1861;15.5;7.5;64;18.8;;8.4;1.2
20619466;http://world-fr.openfoodfacts.org/produit/20619466/pasticcini-con-ripieno-al-cacao-italiamo;Pasticcini con Ripieno al Cacao;Italiamo,Lidl;Lidl;Lait,Fruits à coque,Soja;e;Biscuits;2121;27;11.3;58.8;28;;6;0.4
20621001;http://world-fr.openfoodfacts.org/produit/20621001/les-sables-coeur-pomme-tatin-sondey;Les Sablés coeur pomme tatin;Sondey;LIDL;Fruits à coque,Soja;e;Biscuits;2083;23;15;66;32;;5.5;0.730000000000001
20621445;http://world-fr.openfoodfacts.org/produit/20621445/petales-de-ble-chocolat-crownfield;Pétales de blé Chocolat;Crownfield;Lidl;Lait,Fruits à coque,Arachides;c;Petit-déjeuners;1715;7.7;4.5;74.4;17.9;6.9;6.5;0.9
20621452;http://world-fr.openfoodfacts.org/produit/20621452/petales-de-ble-fruits-rouges-crownfield;Pétales de Blé fruits rouges;Crownfield;LIDL;;b;Petit-déjeuners;1657;1.6;0.5;85;13.9;7;6.9;0.65
20621469;http://world-fr.openfoodfacts.org/produit/20621469/vitelle-rice-wheat-flakes-crownfield;Vitelle - Rice & wheat flakes;Crownfield;Lidl;Fruits à coque,Arachides;c;Petit-déjeuners;1594;1.5;0.5;81.1;17;6.2;6.5;1.13
20621476;http://world-fr.openfoodfacts.org/produit/20621476/vitelle-fruit-fibre-crownfield;Vitelle Fruit & Fibre;Crownfield;Lidl;Lait,Fruits à coque,Arachides;c;Petit-déjeuners;1602;4.7;3.4;69.4;21.6;12.1;9.8;0.6
20637200;http://world-fr.openfoodfacts.org/produit/20637200/veloute-de-10-legumes-toque-du-chef;Velouté de 10 légumes;Toque du chef;Lidl;Crustacés,Œufs,Poisson,Gluten,Mollusques,Moutarde,Fruits à coque,Soja;b;Soupes;142;1;0.1;5.2;2.2;;0.6;0.83
20638658;http://world-fr.openfoodfacts.org/produit/20638658/classique-crusti-croc;Classique;Crusti Croc;Lidl;Gluten,Lait,Moutarde;c;Chips et frites;2297;34.9;3.2;51.8;0.5;4.33;5.3;1.24
20638672;http://world-fr.openfoodfacts.org/produit/20638672/craquante-nature-crusti-croc;Craquante nature;Crusti Croc;LIDL;Gluten,Lait,Moutarde;d;Chips et frites;2292;35.1;3.2;51;0.4;;5.5;1.2
20638689;http://world-fr.openfoodfacts.org/produit/20638689/chips-de-pomme-de-terre-a-l-ancienne-crusti-croc;Chips de pomme de terre à l'ancienne;Crusti croc;;Lait,Moutarde,Cereales-contenant-du-gluten;d;Chips et frites;2368;37.5;3.6;49;0.4;;5.5;1.2
20638702;http://world-fr.openfoodfacts.org/produit/20638702/saveur-poulet-roti-thym-crusti-croc;Saveur poulet rôti & thym;Crusti Croc;Lidl;Gluten,Moutarde;d;Chips et frites;2266;34.1;3;50.6;0.8;;6.2;1.83
20641627;http://world-fr.openfoodfacts.org/produit/20641627/cereales-croustillantes-caramel-cacao-crownfield;Céréales Croustillantes caramel cacao;Crownfield,Lidl;Lidl;Fruits à coque,Arachides;c;Petit-déjeuners;1640;3.5;1;76.6;26;7;10.1;0.67
20645342;http://world-fr.openfoodfacts.org/produit/20645342/gazpacho-sol-mar;Gazpacho;Sol&Mar,Lidl;Lidl;;e;Soupes;151;1.9;0.4;3.3;3.3;0.9;0.7;0.72
20646202;http://world-fr.openfoodfacts.org/produit/20646202/jus-de-peche-et-de-raisin-partiellement-a-base-de-concentre-sol-mar;Jus de pêche et de raisin partiellement à base de concentré;Sol&Mar;LIDL;;d;Jus de fruits à base de concentré;229;0.1;0.1;12.4;12.2;0;0.3;0.03
20669188;http://world-fr.openfoodfacts.org/produit/20669188/biscino-black-white-sondey;Biscino Black & white;Sondey;Lidl;;e;Biscuits;2202;28.5;18.2;61.1;43.3;;5.7;0.5
